time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-11T23:16:56.531Z,51.4446,-176.0879,35.4,2.1,ml,,,,0.39,ak,ak18033662,2018-01-16T16:15:56.819Z,"62km SE of Adak, Alaska",earthquake,,6.6,,,reviewed,ak,ak
2018-01-11T23:10:49.000Z,33.3628333,-116.8148333,8.09,0.87,ml,31,47,0.04106,0.14,ci,ci38085280,2018-01-12T00:19:59.668Z,"5km E of Palomar Observatory, CA",earthquake,0.18,0.5,0.118,11,reviewed,ci,ci
2018-01-11T23:00:46.310Z,33.4871667,-116.7835,4.21,0.07,ml,12,123,0.08705,0.07,ci,ci38085264,2018-01-11T23:11:03.127Z,"9km ENE of Aguanga, CA",earthquake,0.19,0.33,0.199,6,reviewed,ci,ci
2018-01-11T22:53:20.411Z,59.8526,-152.9698,93.7,1.9,ml,,,,0.27,ak,ak18069399,2018-01-16T16:15:56.343Z,"64km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-11T22:48:56.480Z,38.1098333,-122.18,-0.02,1.5,md,7,246,0.05632,0.06,nc,nc72952745,2018-01-12T02:52:03.260Z,"5km E of Vallejo, CA",quarry blast,0.85,31.61,0.444,4,reviewed,nc,nc
2018-01-11T22:46:01.126Z,63.3169,-147.0598,3,1.3,ml,,,,0.44,ak,ak18033354,2018-01-16T16:15:55.852Z,"95km E of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T22:41:43.980Z,36.6535,-121.2741667,5.23,1.88,md,42,87,0.05359,0.07,nc,nc72952740,2018-01-12T02:35:05.234Z,"16km SSE of Tres Pinos, CA",earthquake,0.15,0.46,0.254,42,reviewed,nc,nc
2018-01-11T22:40:10.960Z,33.803,-117.1236667,4.4,1.06,ml,40,47,0.07257,0.17,ci,ci38085216,2018-01-11T23:01:27.096Z,"2km E of Nuevo, CA",earthquake,0.2,0.47,0.198,25,reviewed,ci,ci
2018-01-11T22:30:56.700Z,19.189,-155.4481667,33.52,1.61,md,8,246,0.06797,0.12,hv,hv70011937,2018-01-12T00:48:23.740Z,"3km ESE of Pahala, Hawaii",earthquake,2.64,1.32,0.032,5,reviewed,hv,hv
2018-01-11T22:30:43.270Z,18.3209,96.0559,10,4.3,mb,,96,2.744,1.35,us,us2000cim0,2018-01-15T06:02:56.348Z,"43km WSW of Pyu, Burma",earthquake,5.5,1.9,0.142,14,reviewed,us,us
2018-01-11T22:29:00.080Z,49.0976667,-120.5995,-0.79,2.03,ml,10,238,0.751,0.37,uw,uw61342092,2018-01-12T18:08:22.020Z,"40km S of Princeton, Canada",explosion,6.44,31.61,0.114,5,reviewed,uw,uw
2018-01-11T22:28:48.150Z,36.6526667,-121.2746667,5.2,1.61,md,29,86,0.05268,0.07,nc,nc72952715,2018-01-13T03:53:03.962Z,"16km SSE of Tres Pinos, CA",earthquake,0.2,0.65,0.278,26,reviewed,nc,nc
2018-01-11T22:23:23.420Z,36.6565018,-121.302002,2.8,1.43,md,7,218,0.04667,0.04,nc,nc72952705,2018-01-12T02:13:03.197Z,"15km S of Tres Pinos, CA",earthquake,1,7.87,0.23,6,automatic,nc,nc
2018-01-11T22:17:33.593Z,38.6542,-117.079,0,1.8,ml,7,167.51,0.888,,nn,nn00617897,2018-01-11T22:44:21.924Z,"66km NNE of Tonopah, Nevada",explosion,,,0.09,3,automatic,nn,nn
2018-01-11T22:14:13.726Z,62.002,-148.5103,30.5,1.4,ml,,,,0.52,ak,ak18069397,2018-01-16T16:15:55.376Z,"29km NE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-11T22:10:20.070Z,44.6026667,-111.3646667,12.58,1.27,ml,20,83,0.139,0.16,mb,mb80277554,2018-01-12T00:13:29.500Z,"21km WSW of West Yellowstone, Montana",earthquake,0.38,1.35,0.262,6,reviewed,mb,mb
2018-01-11T22:08:11.780Z,34.0113333,-117.2083333,16.34,1,ml,43,48,0.0703,0.12,ci,ci38085160,2018-01-11T22:50:24.300Z,"6km SSW of Redlands, CA",earthquake,0.15,0.31,0.198,23,reviewed,ci,ci
2018-01-11T22:06:51.120Z,-20.1034,169.132,56.08,4.9,mb,,111,1.714,1.35,us,us2000cila,2018-01-11T22:31:56.040Z,"62km SSW of Isangel, Vanuatu",earthquake,10.1,8,0.099,32,reviewed,us,us
2018-01-11T22:06:11.620Z,47.1283333,-122.6491667,20.48,1.36,ml,14,148,0.1973,0.11,uw,uw61342087,2018-01-12T18:03:36.350Z,"3km NNW of DuPont, Washington",earthquake,0.53,0.84,0.224,5,reviewed,uw,uw
2018-01-11T21:52:20.450Z,37.6378333,-122.4743333,5.98,1.07,md,7,199,0.000749,0.08,nc,nc72952695,2018-01-11T23:45:03.928Z,"3km NNE of Pacifica, CA",earthquake,0.84,0.67,0.034,3,reviewed,nc,nc
2018-01-11T21:50:45.080Z,33.7534,45.7468,10,4.6,mb,,170,1.36,0.82,us,us2000cikp,2018-01-12T20:02:49.968Z,"17km E of Mandali, Iraq",earthquake,8.8,1.9,0.071,60,reviewed,us,us
2018-01-11T21:46:38.328Z,59.9436,-153.5277,120.7,2.2,ml,,,,0.51,ak,ak18069396,2018-01-16T16:15:54.832Z,"74km SW of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-11T21:41:04.314Z,36.4048,-115.7385,12.5,0.2,ml,12,198.63,0.314,0.1831,nn,nn00617912,2018-01-11T23:18:27.815Z,"31km NE of Pahrump, Nevada",earthquake,,7.2,0.07,3,reviewed,nn,nn
2018-01-11T21:34:29.430Z,33.1111667,-116.1388333,10.91,1.04,ml,37,108,0.05066,0.22,ci,ci37850775,2018-01-11T22:30:54.915Z,"4km S of Ocotillo Wells, CA",earthquake,0.32,0.44,0.148,21,reviewed,ci,ci
2018-01-11T21:31:31.590Z,34.0518333,-117.3463333,-0.67,0.85,ml,17,105,0.04766,0.27,ci,ci37850783,2018-01-12T18:03:33.563Z,"4km WNW of Grand Terrace, CA",quarry blast,0.65,31.61,0.12,10,reviewed,ci,ci
2018-01-11T21:30:05.470Z,37.6091667,-118.8255,5.15,0.77,md,23,62,0.01932,0.06,nc,nc72952675,2018-01-11T23:46:02.929Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.22,0.3,0.277,21,reviewed,nc,nc
2018-01-11T21:29:00.350Z,37.6553333,-118.841,2.6,0.49,md,9,296,0.04025,0.06,nc,nc72952680,2018-01-11T23:33:04.910Z,"12km E of Mammoth Lakes, CA",earthquake,0.84,31.61,0.195,8,reviewed,nc,nc
2018-01-11T21:25:11.434Z,62.9025,-149.3323,70.6,1.8,ml,,,,0.53,ak,ak18033015,2018-01-16T16:15:54.271Z,"57km SSW of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T21:17:43.606Z,62.1582,-145.5335,15.9,2.2,ml,,,,0.8,ak,ak18032988,2018-01-16T16:15:53.693Z,"5km N of Glennallen, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T21:12:04.981Z,61.1612,-150.1567,43.2,1.4,ml,,,,0.59,ak,ak18069393,2018-01-16T16:15:53.239Z,"15km WSW of Anchorage, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-11T20:51:10.170Z,33.1846667,-115.6063333,2.73,2.26,ml,39,96,0.0106,0.21,ci,ci37850759,2018-01-11T21:42:05.087Z,"10km SW of Niland, CA",earthquake,0.27,0.21,0.121,76,reviewed,ci,ci
2018-01-11T20:49:38.360Z,37.46,-118.8548333,2.6,0.91,md,19,128,0.1314,0.04,nc,nc72952650,2018-01-11T23:30:01.907Z,"19km SW of Toms Place, CA",earthquake,0.52,31.61,0.165,15,reviewed,nc,nc
2018-01-11T20:46:45.860Z,50.6563,-173.3693,18.2,2.8,ml,,,,0.34,ak,ak18069392,2018-01-16T16:15:52.789Z,"180km SSE of Atka, Alaska",earthquake,,13.4,,,reviewed,ak,ak
2018-01-11T20:45:19.377Z,59.8365,-136.7572,1.8,1.9,ml,,,,0.38,ak,ak18032974,2018-01-16T16:15:52.292Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-11T20:44:57.200Z,41.64,-111.685,10.01,1.64,ml,11,160,0.09571,0.1,uu,uu60264882,2018-01-12T17:03:14.010Z,"12km ESE of Nibley, Utah",earthquake,0.65,1.66,0.066,4,reviewed,uu,uu
2018-01-11T20:26:33.897Z,63.4868,-148.3756,9.2,0.9,ml,,,,0.23,ak,ak18032689,2018-01-16T16:15:51.848Z,"30km ENE of Cantwell, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-11T20:12:30.350Z,33.1848333,-115.6081667,2.39,1.18,ml,14,96,0.009654,0.2,ci,ci37850743,2018-01-11T21:40:42.016Z,"10km SW of Niland, CA",earthquake,0.43,0.27,0.267,13,reviewed,ci,ci
2018-01-11T20:10:26.740Z,34.6213333,-116.6668333,7.06,1.07,ml,25,52,0.04159,0.14,ci,ci37850727,2018-01-11T22:20:53.060Z,"34km NE of Lucerne Valley, CA",earthquake,0.21,0.62,0.079,12,reviewed,ci,ci
2018-01-11T20:08:41.100Z,18.5421,96.1194,10,4.6,mb,,72,2.691,0.73,us,us2000cihi,2018-01-11T20:58:04.040Z,"33km W of Pyu, Burma",earthquake,7.6,1.9,0.108,26,reviewed,us,us
2018-01-11T20:02:13.020Z,35.6585,-121.078,9.15,0.9,md,26,95,0.05933,0.07,nc,nc72952630,2018-01-11T23:50:02.938Z,"10km E of San Simeon, CA",earthquake,0.19,0.49,0.21,11,reviewed,nc,nc
2018-01-11T20:01:37.955Z,62.9539,-149.2376,74.4,1.4,ml,,,,0.43,ak,ak18032653,2018-01-16T16:15:51.337Z,"50km SSW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-11T19:57:23.330Z,10.6699,-84.9406,10,4.9,mb,,57,0.3,0.81,us,us2000ciha,2018-01-12T04:34:49.232Z,"14km ESE of Bijagua, Costa Rica",earthquake,5.5,1.9,0.097,33,reviewed,us,us
2018-01-11T19:48:16.100Z,33.1815,-115.6023333,2.33,1.8,ml,29,97,0.01186,0.26,ci,ci37850703,2018-01-11T21:34:31.801Z,"10km SW of Niland, CA",earthquake,0.38,0.32,0.159,51,reviewed,ci,ci
2018-01-11T19:46:58.140Z,19.1635,-155.6448333,10.25,1.33,md,17,84,0.08687,0.14,hv,hv70011792,2018-01-12T00:24:22.370Z,"16km NE of Hawaiian Ocean View, Hawaii",earthquake,0.55,1.18,0.08,10,reviewed,hv,hv
2018-01-11T19:42:32.491Z,60.3188,-152.5721,97.2,1.8,ml,,,,0.32,ak,ak18032622,2018-01-16T16:15:50.832Z,"20km SSE of Redoubt Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-11T19:41:00.920Z,33.1926667,-115.6033333,2.73,2.93,ml,62,54,0.01834,0.26,ci,ci37850695,2018-01-13T06:38:06.368Z,"10km SW of Niland, CA",earthquake,0.27,0.31,0.175,25,reviewed,ci,ci
2018-01-11T19:13:54.280Z,38.7985,-122.8988333,4.61,0.07,md,13,193,0.01749,0.06,nc,nc72952605,2018-01-16T17:53:01.514Z,"10km E of Cloverdale, CA",earthquake,0.49,0.68,0.138,3,reviewed,nc,nc
2018-01-11T19:02:27.724Z,38.3769,-118.8994,7.6,1.4,ml,9,103.05,0.327,0.1373,nn,nn00617871,2018-01-11T20:03:53.259Z,"29km SW of Hawthorne, Nevada",earthquake,,3.9,0.03,2,reviewed,nn,nn
2018-01-11T19:01:52.510Z,19.3876667,-155.4978333,7.24,0.87,md,5,151,0.04135,0.03,hv,hv70011762,2018-01-11T20:14:04.150Z,"20km N of Pahala, Hawaii",earthquake,1.45,1.09,0.061,4,reviewed,hv,hv
2018-01-11T18:51:34.950Z,34.6216667,-116.5726667,7.2,1.55,ml,32,52,0.04804,0.17,ci,ci37850663,2018-01-11T21:10:50.789Z,"39km WSW of Ludlow, CA",earthquake,0.19,0.59,0.161,29,reviewed,ci,ci
2018-01-11T18:47:06.174Z,61.6714,-148.4897,11.2,1.7,ml,,,,0.59,ak,ak18032294,2018-01-16T16:15:50.336Z,"23km SE of Sutton-Alpine, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T18:43:59.790Z,18.4395,96.0621,10,5.2,mb,,28,3.558,1.08,us,us2000cig2,2018-01-13T16:49:43.040Z,"39km W of Pyu, Burma",earthquake,7,1.8,0.054,115,reviewed,us,us
2018-01-11T18:42:59.530Z,18.4477,96.1748,10,5.2,mb,,62,2.651,1.06,us,us2000cifw,2018-01-11T20:00:08.691Z,"27km W of Pyu, Burma",earthquake,7.2,1.8,0.072,64,reviewed,us,us
2018-01-11T18:41:34.650Z,35.1633333,-118.174,7.66,1,ml,17,84,0.1295,0.16,ci,ci37850655,2018-01-11T21:23:43.738Z,"12km N of Mojave, CA",earthquake,0.24,1.32,0.11,15,reviewed,ci,ci
2018-01-11T18:39:35.340Z,33.2176667,-116.0616667,10.31,1.59,ml,61,91,0.1084,0.17,ci,ci37850647,2018-01-11T21:04:18.670Z,"10km NE of Ocotillo Wells, CA",earthquake,0.18,0.41,0.13,24,reviewed,ci,ci
2018-01-11T18:38:12.100Z,18.3339,96.0976,10,5.3,mb,,53,2.742,0.97,us,us2000cifm,2018-01-13T16:10:30.040Z,"39km WSW of Pyu, Burma",earthquake,6.7,1.2,0.055,109,reviewed,us,us
2018-01-11T18:34:10.286Z,64.963,-149.0301,19.7,0.8,ml,,,,0.56,ak,ak18032001,2018-01-16T16:15:49.855Z,"43km N of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-01-11T18:33:28.400Z,37.6153333,-118.8426667,2.24,0.18,md,12,137,0.01573,0.04,nc,nc72952595,2018-01-11T23:21:03.891Z,"12km ESE of Mammoth Lakes, CA",earthquake,0.43,0.96,0.173,8,reviewed,nc,nc
2018-01-11T18:30:58.170Z,38.8128319,-122.8235016,2.49,0.88,md,9,98,0.005944,0.05,nc,nc72952585,2018-01-11T18:43:01.871Z,"7km NW of The Geysers, CA",earthquake,0.65,0.77,0.01,3,automatic,nc,nc
2018-01-11T18:26:24.400Z,18.363,96.0795,10,6,mww,,29,2.753,1.02,us,us2000cifa,2018-01-15T17:18:15.606Z,"39km WSW of Pyu, Burma",earthquake,5.2,1.8,0.052,35,reviewed,us,us
2018-01-11T18:25:57.450Z,33.3461667,-116.4048333,12.89,0.59,ml,21,88,0.03703,0.1,ci,ci37850631,2018-01-11T20:48:50.615Z,"10km NNW of Borrego Springs, CA",earthquake,0.24,0.43,0.2,9,reviewed,ci,ci
2018-01-11T18:19:35.850Z,13.7504,-89.1303,10,4.2,mb,,105,0.116,1.03,us,us2000cikm,2018-01-12T03:21:59.404Z,"2km NE of Soyapango, El Salvador",earthquake,3.9,2,0.373,2,reviewed,us,us
2018-01-11T18:06:52.150Z,35.6618333,-121.0748333,7.76,1.13,md,23,92,0.06316,0.07,nc,nc71108209,2018-01-12T03:20:03.305Z,"11km E of San Simeon, CA",earthquake,0.28,0.59,0.267,12,reviewed,nc,nc
2018-01-11T17:58:05.120Z,19.4076667,-155.6386667,-0.07,0.75,md,10,153,0.01154,0.06,hv,hv70011732,2018-01-12T00:36:57.460Z,"24km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.65,0.52,0.077,4,reviewed,hv,hv
2018-01-11T17:57:45.570Z,36.722168,-121.4091644,0.18,1.13,md,8,88,0.05177,0.11,nc,nc72952575,2018-01-11T22:19:03.397Z,"11km SSW of Ridgemark, CA",earthquake,0.66,2.73,0.21,6,automatic,nc,nc
2018-01-11T17:54:04.201Z,51.6473,-178.4377,13.2,2.4,ml,,,,0.48,ak,ak18031981,2018-01-16T16:15:49.366Z,"33km SW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-01-11T17:53:33.170Z,-23.9157,179.951,508.18,5.5,mww,,18,5.636,0.95,us,us2000ciek,2018-01-12T16:21:04.040Z,"South of the Fiji Islands",earthquake,10,5.3,0.073,18,reviewed,us,us
2018-01-11T17:50:34.258Z,63.0737,-152.0019,1,1.4,ml,,,,0.62,ak,ak18031977,2018-01-16T16:15:48.865Z,"127km NW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-11T17:44:52.350Z,19.1838,-64.6811,54,3.61,md,6,341,1.82,0.45,pr,pr2018011013,2018-01-11T22:49:14.984Z,"85km N of Road Town, British Virgin Islands",earthquake,7.35,28.18,0.09,4,reviewed,pr,pr
2018-01-11T17:44:48.220Z,16.3866,-65.1693,15.63,2.8,ml,,239,1.807,0.66,us,us2000cim4,2018-01-11T23:11:55.040Z,"158km SSW of Christiansted, U.S. Virgin Islands",earthquake,4.8,8.4,0.105,12,reviewed,us,us
2018-01-11T17:41:02.430Z,34.0075,-117.1788333,14.43,1.57,ml,58,32,0.06182,0.15,ci,ci37850591,2018-01-11T20:43:56.960Z,"5km S of Redlands, CA",earthquake,0.14,0.29,0.191,23,reviewed,ci,ci
2018-01-11T17:33:48.679Z,61.5,-147.8435,36.9,1.4,ml,,,,0.43,ak,ak18031976,2018-01-16T16:15:48.409Z,"60km ESE of Lazy Mountain, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-11T17:32:32.190Z,37.6061668,-118.8153305,4.13,1.29,md,19,80,0.01948,0.02,nc,nc72952570,2018-01-11T21:54:01.715Z,"13km WNW of Toms Place, CA",earthquake,0.28,0.44,0.1,19,automatic,nc,nc
2018-01-11T17:25:00.733Z,62.5099,-149.3784,5.5,1.3,ml,,,,0.52,ak,ak18031705,2018-01-16T16:15:47.909Z,"43km ENE of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T17:21:07.840Z,46.2091667,-122.3023333,6.01,0.45,ml,7,95,0.03651,0.13,uw,uw61342037,2018-01-11T19:33:30.000Z,"35km NNE of Amboy, Washington",earthquake,0.47,2.1,0.051,6,reviewed,uw,uw
2018-01-11T17:20:28.740Z,37.5381667,-118.8448333,2.75,0.77,md,22,116,0.05326,0.06,nc,nc72952560,2018-01-11T18:41:02.868Z,"15km W of Toms Place, CA",earthquake,0.41,0.71,0.193,19,reviewed,nc,nc
2018-01-11T17:16:59.877Z,51.2707,-177.8703,25.6,2.1,ml,,,,0.39,ak,ak18031704,2018-01-16T16:15:47.458Z,"70km SSE of Tanaga Volcano, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2018-01-11T17:14:02.900Z,33.182,-115.6085,2.36,1.36,ml,19,112,0.007501,0.16,ci,ci37850559,2018-01-11T21:21:25.727Z,"10km SW of Niland, CA",earthquake,0.35,0.16,0.199,22,reviewed,ci,ci
2018-01-11T17:12:26.560Z,33.1873333,-115.6126667,2.35,1.67,ml,33,113,0.009303,0.23,ci,ci37850551,2018-01-11T21:17:28.822Z,"10km SW of Niland, CA",earthquake,0.3,0.19,0.143,46,reviewed,ci,ci
2018-01-11T17:08:58.595Z,62.0728,-150.8003,62.1,1.6,ml,,,,0.33,ak,ak18031701,2018-01-16T16:15:46.893Z,"45km SW of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-01-11T17:03:35.340Z,33.3475,-116.5833333,11.63,0.76,ml,26,64,0.01873,0.12,ci,ci37850535,2018-01-11T20:14:11.657Z,"9km NNE of Warner Springs, CA",earthquake,0.2,0.36,0.191,17,reviewed,ci,ci
2018-01-11T17:03:18.570Z,10.6313,-84.9261,10,5,mb,,59,0.264,1.13,us,us2000cidd,2018-01-16T15:41:49.778Z,"18km NNE of Tilaran, Costa Rica",earthquake,5,1.9,0.068,69,reviewed,us,us
2018-01-11T17:02:53.372Z,54.3914,-162.9995,55.7,3.6,ml,,,,0.53,ak,ak18031695,2018-01-16T16:15:46.213Z,"57km SSE of False Pass, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-11T16:57:47.720Z,33.9288333,-116.8283333,5.36,0.74,ml,23,81,0.03975,0.11,ci,ci37850527,2018-01-11T20:10:06.306Z,"4km WNW of Cabazon, CA",earthquake,0.2,0.44,0.072,10,reviewed,ci,ci
2018-01-11T16:53:41.500Z,38.7991676,-122.8113327,1.92,0.51,md,10,90,0.0153,0.03,nc,nc72952550,2018-01-11T16:55:21.085Z,"5km WNW of The Geysers, CA",earthquake,0.32,1.1,0.04,3,automatic,nc,nc
2018-01-11T16:52:57.222Z,62.5147,-149.2782,13.7,1.3,ml,,,,0.42,ak,ak18031685,2018-01-16T16:15:45.704Z,"47km ENE of Talkeetna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-01-11T16:51:02.030Z,33.4968333,-116.5218333,13.39,0.42,ml,21,121,0.06099,0.12,ci,ci37850519,2018-01-11T20:06:49.159Z,"16km ESE of Anza, CA",earthquake,0.33,0.47,0.101,8,reviewed,ci,ci
2018-01-11T16:50:54.619Z,51.6449,-178.4234,17.2,1.6,ml,,,,0.27,ak,ak18069377,2018-01-16T16:15:45.248Z,"32km SW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2018-01-11T16:48:12.301Z,51.2872,-177.8927,52,2.4,ml,,,,0.27,ak,ak18031683,2018-01-16T16:15:44.802Z,"68km SSE of Tanaga Volcano, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2018-01-11T16:47:40.955Z,40.1814,-119.6725,0,1.4,ml,3,138.39,0.52,0.0631,nn,nn00617857,2018-01-11T18:37:45.398Z,"50km SSW of Gerlach-Empire, Nevada",earthquake,,0,0.27,3,reviewed,nn,nn
2018-01-11T16:42:02.250Z,38.8160019,-122.7789993,0.27,1.32,md,16,77,0.003039,0.04,nc,nc72952545,2018-01-11T20:04:03.202Z,"5km NNW of The Geysers, CA",earthquake,0.21,0.33,0.12,6,automatic,nc,nc
2018-01-11T16:40:08.530Z,38.8103333,-122.796669,2.66,0.96,md,14,84,0.002592,0.04,nc,nc72952540,2018-01-11T16:54:03.374Z,"5km NW of The Geysers, CA",earthquake,0.33,0.73,0.13,4,automatic,nc,nc
2018-01-11T16:37:26.440Z,35.4713333,-91.723,8.78,1.77,md,5,209,0.107,0.09,nm,nm60050313,2018-01-11T18:23:25.670Z,"22km NW of Bald Knob, Arkansas",earthquake,0.86,2.14,0.254,4,reviewed,nm,nm
2018-01-11T16:25:14.420Z,33.4966667,-116.7858333,5.55,0.38,ml,17,105,0.07964,0.09,ci,ci37850503,2018-01-11T16:56:21.805Z,"10km NE of Aguanga, CA",earthquake,0.22,0.69,0.092,5,reviewed,ci,ci
2018-01-11T16:17:55.540Z,40.5235,-111.4961667,-0.84,0.35,md,8,164,0.08833,0.07,uu,uu60264857,2018-01-11T19:43:50.840Z,"2km NW of Midway, Utah",earthquake,0.5,1.18,0.183,5,reviewed,uu,uu
2018-01-11T16:13:00.002Z,66.0073,-148.2144,11.5,1.4,ml,,,,0.43,ak,ak18031676,2018-01-16T16:15:44.321Z,"129km N of College, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T16:08:40.912Z,51.3761,-176.9076,47.8,2.7,ml,,,,0.28,ak,ak18031679,2018-01-16T16:15:43.791Z,"58km SSW of Adak, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2018-01-11T16:07:21.297Z,62.5128,-149.3503,9,1.4,ml,,,,0.34,ak,ak18031675,2018-01-16T16:15:43.300Z,"44km ENE of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T16:07:21.296Z,62.524,-149.3324,14.7,1.6,ml,,,,0.18,ak,ak18031673,2018-01-11T16:09:43.506Z,"45km ENE of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-01-11T16:01:42.840Z,44.9668333,-111.6303333,12.02,0.69,ml,6,109,0.238,0.06,mb,mb80277519,2018-01-11T18:35:54.250Z,"40km SSW of Big Sky, Montana",earthquake,0.55,6.05,0.028,2,reviewed,mb,mb
2018-01-11T16:00:26.290Z,10.6155,-84.9767,13.18,4.6,mb,,48,0.296,0.98,us,us2000ciby,2018-01-12T15:37:53.040Z,"15km SE of Bijagua, Costa Rica",earthquake,5.5,7.1,0.078,49,reviewed,us,us
2018-01-11T15:43:58.340Z,35.6611667,-121.0765,8.85,1.21,md,24,96,0.06219,0.05,nc,nc72952520,2018-01-12T06:21:03.700Z,"10km E of San Simeon, CA",earthquake,0.44,0.77,0.206,12,reviewed,nc,nc
2018-01-11T15:40:09.410Z,33.2573333,-115.6291667,1.79,1.8,ml,4,337,0.07421,0.18,ci,ci37850487,2018-01-11T16:28:21.657Z,"10km W of Niland, CA",earthquake,4.24,11.73,0.142,3,reviewed,ci,ci
2018-01-11T15:37:45.582Z,38.7308,-119.538,10.5,1.1,ml,6,151.36,0.24,0.0882,nn,nn00617903,2018-01-11T22:38:10.158Z,"17km WSW of Smith Valley, Nevada",earthquake,,7.2,0.39,3,reviewed,nn,nn
2018-01-11T15:34:52.778Z,64.3398,-149.782,15.2,1.4,ml,,,,0.42,ak,ak18031404,2018-01-16T16:15:42.773Z,"41km SW of North Nenana, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-11T15:33:20.650Z,19.2718,-64.8611,8,2.99,md,3,339,1.8051,0.32,pr,pr2018011012,2018-01-12T14:34:22.040Z,"80km N of Road Town, British Virgin Islands",earthquake,19.53,18.73,0.33,2,reviewed,pr,pr
2018-01-11T15:29:38.570Z,33.1843333,-115.6093333,2.16,1.98,ml,42,90,0.00865,0.18,ci,ci37850479,2018-01-11T20:02:45.448Z,"10km SW of Niland, CA",earthquake,0.26,0.19,0.134,21,reviewed,ci,ci
2018-01-11T15:19:45.606Z,62.5843,-149.2014,57.6,1.2,ml,,,,0.4,ak,ak18069371,2018-01-16T16:15:42.306Z,"55km ENE of Talkeetna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-11T15:16:18.157Z,57.8956,-153.8684,45.9,2.2,ml,,,,0.46,ak,ak18069370,2018-01-16T16:15:41.826Z,"40km N of Larsen Bay, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-01-11T15:09:53.600Z,18.3271,-67.2846,13,2.6,md,4,257,0.2231,0.7,pr,pr2018011011,2018-01-15T15:01:24.402Z,"3km WSW of Rincon, Puerto Rico",earthquake,4.76,2.64,0.17,4,reviewed,pr,pr
2018-01-11T15:07:08.841Z,50.6302,-173.5044,20.7,2.5,ml,,,,0.34,ak,ak18069369,2018-01-16T16:15:41.394Z,"180km SSE of Atka, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2018-01-11T15:03:31.220Z,33.2333333,-116.7705,11.47,0.8,ml,32,60,0.01019,0.13,ci,ci37850471,2018-01-11T19:44:36.336Z,"1km SW of Lake Henshaw, CA",earthquake,0.2,0.54,0.155,17,reviewed,ci,ci
2018-01-11T15:01:13.615Z,36.1767,-116.0923,2.3,0.1,ml,8,196.02,0.314,0.1806,nn,nn00617899,2018-01-11T22:31:49.468Z,"10km WSW of Pahrump, Nevada",earthquake,,6.4,0.61,4,reviewed,nn,nn
2018-01-11T14:57:53.680Z,35.5311667,-120.8398333,8,1.36,md,21,155,0.1074,0.03,nc,nc72952515,2018-01-12T06:43:01.748Z,"11km NNE of Cayucos, CA",earthquake,0.58,1.16,0.45,9,reviewed,nc,nc
2018-01-11T14:51:16.930Z,38.7858315,-122.737999,1.66,0.58,md,8,119,0.002775,0.02,nc,nc72952510,2018-01-11T15:15:04.728Z,"2km ENE of The Geysers, CA",earthquake,0.36,0.69,0.11,3,automatic,nc,nc
